,additive,halide,base,ligand,additive_*C3_NMR_shift,additive_*C3_electrostatic_charge,additive_*C4_NMR_shift,additive_*C4_electrostatic_charge,additive_*C5_NMR_shift,additive_*C5_electrostatic_charge,additive_*N1_electrostatic_charge,additive_*O1_electrostatic_charge,additive_E_HOMO,additive_E_LUMO,additive_V1_frequency,additive_V1_intensity,additive_dipole_moment,additive_electronegativity,additive_hardness,additive_molecular_volume,additive_molecular_weight,additive_ovality,additive_surface_area,aryl_halide_*C1_NMR_shift,aryl_halide_*C1_electrostatic_charge,aryl_halide_*C2_NMR_shift,aryl_halide_*C2_electrostatic_charge,aryl_halide_*C3_NMR_shift,aryl_halide_*C3_electrostatic_charge,aryl_halide_*C4_NMR_shift,aryl_halide_*C4_electrostatic_charge,aryl_halide_*H2_NMR_shift,aryl_halide_*H2_electrostatic_charge,aryl_halide_*H3_NMR_shift,aryl_halide_*H3_electrostatic_charge,aryl_halide_E_HOMO,aryl_halide_E_LUMO,aryl_halide_V1_frequency,aryl_halide_V1_intensity,aryl_halide_V2_frequency,aryl_halide_V2_intensity,aryl_halide_V3_frequency,aryl_halide_V3_intensity,aryl_halide_dipole_moment,aryl_halide_electronegativity,aryl_halide_hardness,aryl_halide_molecular_volume,aryl_halide_molecular_weight,aryl_halide_ovality,aryl_halide_surface_area,base_*N1_electrostatic_charge,base_E_HOMO,base_E_LUMO,base_dipole_moment,base_electronegativity,base_hardness,base_molecular_volume,base_molecular_weight,base_ovality,base_surface_area,ligand_*C10_NMR_shift,ligand_*C10_electrostatic_charge,ligand_*C11_NMR_shift,ligand_*C11_electrostatic_charge,ligand_*C12_NMR_shift,ligand_*C12_electrostatic_charge,ligand_*C13_NMR_shift,ligand_*C13_electrostatic_charge,ligand_*C14_NMR_shift,ligand_*C14_electrostatic_charge,ligand_*C15_NMR_shift,ligand_*C15_electrostatic_charge,ligand_*C16_NMR_shift,ligand_*C16_electrostatic_charge,ligand_*C17_NMR_shift,ligand_*C17_electrostatic_charge,ligand_*C1_NMR_shift,ligand_*C1_electrostatic_charge,ligand_*C2_NMR_shift,ligand_*C2_electrostatic_charge,ligand_*C3_NMR_shift,ligand_*C3_electrostatic_charge,ligand_*C4_NMR_shift,ligand_*C4_electrostatic_charge,ligand_*C5_NMR_shift,ligand_*C5_electrostatic_charge,ligand_*C6_NMR_shift,ligand_*C6_electrostatic_charge,ligand_*C7_NMR_shift,ligand_*C7_electrostatic_charge,ligand_*C8_NMR_shift,ligand_*C8_electrostatic_charge,ligand_*C9_NMR_shift,ligand_*C9_electrostatic_charge,ligand_*H11_NMR_shift,ligand_*H11_electrostatic_charge,ligand_*H3_NMR_shift,ligand_*H3_electrostatic_charge,ligand_*H4_NMR_shift,ligand_*H4_electrostatic_charge,ligand_*H9_NMR_shift,ligand_*H9_electrostatic_charge,ligand_*P1_electrostatic_charge,ligand_V10_frequency,ligand_V10_intensity,ligand_V1_frequency,ligand_V1_intensity,ligand_V2_frequency,ligand_V2_intensity,ligand_V3_frequency,ligand_V3_intensity,ligand_V4_frequency,ligand_V4_intensity,ligand_V5_frequency,ligand_V5_intensity,ligand_V6_frequency,ligand_V6_intensity,ligand_V7_frequency,ligand_V7_intensity,ligand_V8_frequency,ligand_V8_intensity,ligand_V9_frequency,ligand_V9_intensity,ligand_dipole_moment,yields
1191,8,6,1,0,152.73,0.66,98.89,-0.644,161.03,0.555,-0.39799999999999996,-0.128,-0.2472,-0.0049,1073.509,5.912000000000001,3.0594639999999997,0.13,0.12,107.29,97.117,1.196,130.6,134.17,0.18600000000000003,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999999,2.439,1359.0479999999998,0.053,1629.8039999999999,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,3.019148584
1192,8,7,1,0,152.73,0.66,98.89,-0.644,161.03,0.555,-0.39799999999999996,-0.128,-0.2472,-0.0049,1073.509,5.912000000000001,3.0594639999999997,0.13,0.12,107.29,97.117,1.196,130.6,132.85,-0.025,125.36,-0.057999999999999996,122.91,-0.21100000000000002,136.02,0.16699999999999998,7.11,0.10400000000000001,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.2939999999999,0.213,2.410215,0.12,0.11,154.31,185.06900000000002,1.263,175.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,33.44114491
1215,9,0,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.55599999999998,1.247,166.46,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,9.055172217
1216,9,1,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,138.83,-0.09300000000000001,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,8.916453721
1217,9,2,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,8.674987339
1218,9,3,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999998,10.492,2.894904,0.12,0.1,140.11,142.585,1.2309999999999999,160.65,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,1.468935867
1219,9,4,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,125.44,-0.10099999999999999,126.17,0.04,112.39,-0.39399999999999996,149.68,0.49700000000000005,7.11,0.099,6.61,0.18,-6.0,-0.35,1629.8220000000001,12.317,1532.172,94.322,1653.924,37.812,2.97534,3.18,2.82,144.61,187.03599999999997,1.24,165.27,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,2.627491811
1220,9,5,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,-625.55,-0.377,15.99,0.195,54.25,-0.509,739.36,0.617,353.41,0.08,296.62,0.198,-0.2176,-0.0269,699.275,0.096,1346.557,77.439,1624.5120000000002,12.804,2.7759669999999996,0.12,0.1,151.48,234.032,1.251,171.95,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,4.471163192
1221,9,6,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,134.17,0.18600000000000003,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999999,2.439,1359.0479999999998,0.053,1629.8039999999999,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,6.90640733
1222,9,7,0,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,132.85,-0.025,125.36,-0.057999999999999996,122.91,-0.21100000000000002,136.02,0.16699999999999998,7.11,0.10400000000000001,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.2939999999999,0.213,2.410215,0.12,0.11,154.31,185.06900000000002,1.263,175.78,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,8.653540466
1230,9,0,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.55599999999998,1.247,166.46,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,7.1318595689999995
1231,9,1,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,138.83,-0.09300000000000001,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,17.58389829
1232,9,2,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,26.35991815
1233,9,3,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999998,10.492,2.894904,0.12,0.1,140.11,142.585,1.2309999999999999,160.65,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,0.0
1234,9,4,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,125.44,-0.10099999999999999,126.17,0.04,112.39,-0.39399999999999996,149.68,0.49700000000000005,7.11,0.099,6.61,0.18,-6.0,-0.35,1629.8220000000001,12.317,1532.172,94.322,1653.924,37.812,2.97534,3.18,2.82,144.61,187.03599999999997,1.24,165.27,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,0.665064231
1235,9,5,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,-625.55,-0.377,15.99,0.195,54.25,-0.509,739.36,0.617,353.41,0.08,296.62,0.198,-0.2176,-0.0269,699.275,0.096,1346.557,77.439,1624.5120000000002,12.804,2.7759669999999996,0.12,0.1,151.48,234.032,1.251,171.95,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,2.871965335
1236,9,6,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,134.17,0.18600000000000003,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999999,2.439,1359.0479999999998,0.053,1629.8039999999999,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,0.0
1237,9,7,1,0,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059000000000000004,-0.2806,-0.0655,909.75,2.153,4.564312999999999,0.17,0.11,118.95,127.09899999999999,1.23,143.82,132.85,-0.025,125.36,-0.057999999999999996,122.91,-0.21100000000000002,136.02,0.16699999999999998,7.11,0.10400000000000001,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.2939999999999,0.213,2.410215,0.12,0.11,154.31,185.06900000000002,1.263,175.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,4.892554111
1260,6,0,0,1,142.24,0.152,96.34,-0.505,161.08,0.606,-0.321,-0.11199999999999999,-0.2538,-0.0088,904.327,3.8989999999999996,3.2037619999999998,0.13,0.12,88.9,83.09,1.141,109.95,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.55599999999998,1.247,166.46,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,9.616112883
1261,6,1,0,1,142.24,0.152,96.34,-0.505,161.08,0.606,-0.321,-0.11199999999999999,-0.2538,-0.0088,904.327,3.8989999999999996,3.2037619999999998,0.13,0.12,88.9,83.09,1.141,109.95,138.83,-0.09300000000000001,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,13.66496862
